id,occupation,experience_text,published_date
254,گیمر,«من یه گیمرم و تنها سرگرمی گیمه و الان که بیش از دوماه نت ملیه واقعا خیلی از جوایز و رنکینگ بازی عقب موندم واقعا دارم افسردگی میگیرم...💔»,2026-05-15 00:00:00.000 +0330
255,بازی ساز ,«من و رفیقام داخل استیم یه بازی داشتیم و کل درآمدمون از اون بود ولی الان چی؟.. استیم بسته شده ما هم پول اجارمون هم نداریم»,2026-05-15 00:00:00.000 +0330
256,"فریلنسر, مربی هنر, پژوهشگر","«من سه تا شغل داشتم 
۱- فریلنسری: تمام ابزار کارم انواع هوش مصنوعی و منابع خارجی و آنلاین بود و چون با کارفرماها خارجی کار می کردم و به خاطر تحریم ها مجبور بودم از تحریم شکن های قوی استفاده کنم. همون موقع هم کارم سخت بود دیگه الان که بماند
۲- مربی هنر: کلاس های خصوصیم کنسل شدن، موسسات تعطیل شدن، کلاس های آنلاینم هم با پلتفرم های داخلی امکان برگزاری ندارند
۳- پژوهشگر: این مورد هم واضحه که چطور تحت تاثیر قرار گرفت. دیگه امکان پیگیری مقالات ارسال شده برای مجلات خارجی رو ندارم.»",2026-05-15 00:00:00.000 +0330
257,دانشجو,«من استادای جالبی ندارم توی دانشگاه و کل منبع من یوتوب بودش که الان ندارمش‌..حالا بماند که همون موقع هم که وصل بود هم خرج کانفیگ میکردم ولی الان واقعا توانایی هندل این همه پول برای کانفیگ رو ندارم. پایانترم ها هم که حضوری شه با این سطح تدریس استادا و سرعتشون دستم به جایی بند نیست...»,2026-05-15 00:00:00.000 +0330
258,فروشنده,"«با کلی بدبختی به زور به فروشگاه کوچیک زدم با قرض و وام هزینه تبلیغات اینستا دادم پیجمو اوردم بالا تازه داشتم به مشتری میرسیدم که زندگیم الان ۲ ماهه به نابودی رسیده کار ندارم ماشین ندارم اجاره خونم مونده قیمتایی که داره میره بالا ساعتی داره منو به فروپاشی روانی میرسونه
این رسم زندگی نبود»",2026-05-15 00:00:00.000 +0330
259,یوتیوبر,«من کارام تولید محتوا بو هروز توی یوتیوب و اینستاگرام ویدیوی آموزشی در مورد کامپیوتر میزاشتم پول خرید سیستمو اینارو قسمتی با این کار میدادم ولی الان پس دادم»,2026-05-15 00:00:00.000 +0330
260,فروشنده,"«من فروشگاهم جایی هست که رفت امد نیست و پاخور نداره اکثر فروشم از اینستاگرام بود قشنگ فروشم نابود شد 
حتی سایت هم ساختم روی هاست داخلی باهاش نمیشه وردپرس رو بروزرسانی کرد چون دسترسی به سایت های جهانی قعطه»",2026-05-15 00:00:00.000 +0330
261,"دانش آموز , ادیتور","«اینترنت توی قرن 21 یکی از واجبات زندگیه نه تنها برای سرگرمی بلکه برای کار ، تحصیل ، ... اینترنت ضروریه 
زمانی که این متنو میسنویسم 1813 ساعت از قطعی اینترنت گذشته واقعا دلتنگ ویدیو های یوتیوب ، ریلز های اینستاگرام ، و حتی ادیت که شغلم بود و دوستش داشتم هستم.
از زمان قطعی اینترنت تمام برنامه ریزی ها ، اهداف و روند زندگیم بِکُلی نابود شده.
حتی نمیتونم گوگل کلندر رو باز کنم که یه برنامه مشخص برای روزم بچینم.
اینترنت حق و نیاز تمام مردم دنیا است.
به امید روزهای بهتر :)»",2026-05-14 00:00:00.000 +0330
262,گیمر,«سلام من یک پسر 10ساله ام من از بچگی آرزو داشتم یو تیوب بر بشم اول که شروع کردم آزمون خطا های زیادی را رد کردم و وقتی پیجم رو به رشت بود نتا ملی شد ویدیو های من در مورد کالاف دیوتی موبایل بود و تنها تفریهم همین بود الا خیلی ناراحتم و یک روز قبل از جنگ CP کالاف دیوتی موبایل خریدم و لی فرداش جنگ شد و تا الان دلم می خواد فقط یک دور کالاف دیوتی موبایل بازی کنم راستی اسمم [اسم] هست»,2026-05-14 00:00:00.000 +0330
263,تدوین گر ادیت ویدیو,«سلام من کمک خرج پدرم و خانوادم بودم با تدوین ویدیو ولی واقعا از وقتی اینترنت قطع شده دیگه نمیتونم کمکشون کنم احساس بی فایده بودن میکنم امید وارم که همه چی درست سه»,2026-05-14 00:00:00.000 +0330
264,تولید کننده محتوا,«فکر کن کل درامدت از یوتیوب باشه که شاید ماهی ۲۰ تومن باشه بعد الان که نتا قطع عه نتونی اون ۲۰ ملیون هم در بیاری»,2026-05-14 00:00:00.000 +0330
265,طراح گرافیک,"«طراح گرافیک و پوسترهستم از چنتا بلاگر اینستاگرام طرح پوستر سفارش گرفته بودم و پیش پرداخت هم گرفته بودم .
خیلی خوشحال بودم برای خودم با اون پیش پرداخت ها و فروختن لپ تاپ قدیمیم یدونه لپ تاپ جدید خریدم که بتونم راحت تر گرافیک رو انجام بدم اما با قطعی اینترنت و غیر فعال شدن اون برنامه گرافیک مجبور شدم لپ تاپ رو بفروشم و پیش پرداخت ها رو برگردونم.»",2026-05-14 00:00:00.000 +0330
266,مهندس فنی,«من برای دریافت کاتالوگ و دیتاشیت تجهیزات مهندسی خیلی از اینترنت بین المللی استفاده میکردم و بدون این دسترسی واقعا کارم سخت شده.»,2026-05-14 00:00:00.000 +0330
267,دانش آموز,"«من یک پسر ۱۳ سالم شاید فکر کنید کارم فقط سرگرمیه ولی اینطور نیست....الان وسط امتحانات و نیاز به کلی سایت و pdf و تلگرام دارم الان نمیدونم باید با این امتحانات چیکار کنم
آرزو داشتم فرانسوی یاد بگیرم حتی این هم الان نمیشه.....بدجور لنگم»",2026-05-14 00:00:00.000 +0330
268,"پرستار , طراح سایت",«حدود دوسال برای سایت فروشگاهیم زحمت کشیدم تازه به فروش رسیده بود قطعی اینترنت و عدم دسترسی گوگل تمام هزینه و وقت و تلاش این دوسالم رو به باد داد الان باید چندین برابر هزینه و وقت صرف کنم تا مثل قبل بشه البته منظورم از الان وقتیه که اینترنت باز بشه»,2026-05-14 00:00:00.000 +0330
269,دانش آموز,«من ۲۰ میلیون با سختی دادم تا ایربادی که آرزوشو داشتم گرفتم ( سامسونگ گلکسی بادز ۳ اف ای ) و حالا یک اینترنت نیست تا بتونم به اپش وصلش کنم و... 😭»,2026-05-14 00:00:00.000 +0330
270,فروشنده,"«من یه فروشنده که آنلاین شاپ داره کل درآمدم از آنلاین شاپ بود و فروشگاه فیزیکی نداشتم درآمدش خوب بود باهاش پول مدرسه خواهر برادرامو میدادم تقریبا کم کم داشتم پیشرفت می‌کردم وسط یه معامله بزرگ بودن که اینطوری شد....
 الان من موندم با اجاره خونه و کلی قبض بدون کار»",2026-05-14 00:00:00.000 +0330
271,"ظرفشور , نظافتچی",«من یه پسر ۳۱ ساله ام که درآمدم از اینترنت بود.الان برای دراوردن خرجیم ظرفشور رستوران هستم و کارای نظافت با منه.کسی نمیدونه شغل واقعیم الان چیه.نمیخامم کسی بدونه.به شدت احساس بی مصرف بودن میکنم»,2026-05-14 00:00:00.000 +0330
